,second,frame,brightness_mean,brightness_max,brightness_min,saturation_mean,texture,contrast,color_entropy,loudness.1,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,spectral_centroid,spectral_rolloff,zero_crossing_rate,Unnamed: 0,anger,joy,disgust,fear,sadness,sentiment,content,sentiment_count_product,cid,view,reply,favorite,coin,share,like,duration,danmuku_amount,loudness
spectral_rolloff,0.12347583614546566,0.12362214804389389,-0.014778362877445373,-0.018056550234027618,0.012537286061144291,0.07036496511016983,-0.005165609111144734,-0.03968827293056406,-0.0043853052147266,-0.1407460868295118,-0.004946229043761383,0.0031433638738953655,0.009668107742556397,0.009126719530446074,0.058219249922791566,0.11285265138152002,0.11732127407969273,0.019101980834533207,-0.022641891076479233,-0.028717960713244804,-0.03475988483620004,-0.01764391446786552,-0.0787837161581286,-0.25620791705349116,0.09036425044918157,-0.02001190234134268,0.22008987710556074,-0.20447273436382807,0.16364748796838313,-0.1679771666806162,0.29863447711053814,-0.05828508474475946,0.1938419799187001,-0.13378815853603698,0.2751471492523881,-0.05322882274739335,0.18209025077965899,-0.020350479125416092,0.14437026382204468,0.030122143048289567,0.14145276717490804,-0.04393176939418165,0.8418559736669128,1.0,0.6787715853323019,-0.0005838903287507852,-0.00995494004834622,0.0030061016191735234,-0.007692583203432792,-0.010814727885094202,-0.004401193591906237,0.031045874578533708,0.0009288922044896874,0.012368026534968777,-0.04921849132322108,-0.03549817251901955,-0.043586675576267365,0.07485302898814723,-0.013171510485168231,-0.008156699536331361,-0.010300331802817347,0.13750460446191431,-0.04653547105398131,-0.12980516781835055
zero_crossing_rate,0.25651476179202215,0.25826727388952553,-0.025326923526074886,-0.0232631665249412,0.011910496160103447,0.11640075942350069,-0.004419749301796511,-0.07124431000820991,-0.014789008674028166,-0.16544293520155606,-0.1015032831119858,-0.10633848073337178,-0.10789400433741873,-0.1150296667619712,-0.035829292640988025,0.0675532987048866,0.06154352153553944,-0.08574683111059359,-0.1374686360789128,-0.14145807326868348,-0.14473014266437156,-0.11941528184670769,-0.1575766993488347,-0.25399633327851545,0.13011090472927575,0.032678397314548774,0.14812511994917227,-0.13787187227138956,0.06322920698269847,-0.18689380275823994,0.20101625838222348,-0.09640793912813954,0.07339166347153983,-0.18006746347224936,0.13301266339857157,-0.10693480772803927,0.11172793086502542,-0.10427097202769364,0.09778633376962327,-0.04172937134782609,0.09505553355866869,-0.09939208325721778,0.9009275802192452,0.6787715853323019,1.0,-0.018987415796512058,-0.004894051396074673,0.009725905358328304,-0.004316486878288399,-0.0023950086179532143,0.003212778231784506,0.03893871367454134,0.011894708442923747,0.02535061960699068,-0.08305380010348759,-0.048113143777595055,-0.039705720595173015,0.12606880346086244,-0.016965360616491645,0.005578775556541608,-0.016765333105452935,0.3036644637121207,-0.05765125420963622,-0.13706499120694154
Unnamed: 0,0.9012397684257477,0.9033622913161516,-0.05936819374577587,0.018257970978008096,-0.009774841736621312,-0.04038023786315975,-0.035192244771894816,-0.004299430712068175,0.01777016307808772,-0.08331701124564193,0.02657599931732548,0.033626084854575064,0.036355080867049916,0.03784389853742534,0.034658925755968205,0.0320424688893446,0.03404490439958881,0.029357777075414336,0.03007018789057587,0.02598753987436621,0.024924687255825494,0.023211683775594773,-0.05178058393783629,-0.06296168676322576,0.02056525783875002,0.021403665463092574,-0.056599312113011474,0.0537118083177452,-0.06848066836442739,0.052021376371207136,-0.008262286880123253,0.015216202824225667,0.016625624808394305,0.03165308088524739,0.010625382894742408,0.06040531459977901,0.004106681781601306,0.007969094915855157,0.041542360279883235,-0.007997600377685083,0.024207197078265946,0.02017400114027676,-0.005451825658121627,-0.0005838903287507852,-0.018987415796512058,1.0,0.00013336240455201256,0.02644477454636996,0.019439238600943737,0.006417118876411667,0.021911825100758075,0.015119498674603427,0.022055095302609958,0.02713771822921361,0.02189157021217733,0.24900635357519613,0.24066947609579709,0.15436917249868906,0.33446224753073006,0.14798218349278172,0.172498966998253,0.5197503049553263,0.5285236533148768,-0.09237745124774785
anger,-0.0232374922579926,-0.0216728774857606,-0.005267906450668751,0.0021572859754939258,0.0005209032744751822,0.007569212641026696,-0.007354591296451675,-0.0011653107384734136,-0.016777264479311733,0.01462477388231128,0.0027578202824780555,0.0012110335148006633,0.00014710145859221183,-0.002387575751261491,-0.002179216323836388,-0.00027008171995288526,-0.005267147554246954,-0.0014160326441916748,0.0007691593259794514,0.0018149677688547585,0.0015066189508679796,0.0031815288138585286,-0.003122351061649622,-0.008866691616250859,0.001879158617467683,0.01446226306072993,-0.0047385196297401256,-1.4367495099582534e-05,-0.001604634820160304,0.0035793558181618987,-0.005689576457739634,0.008654815109295841,-0.0046182983215962425,0.007331505288876464,-0.0024607351585155756,0.007424724739891085,-0.005785426499962641,0.00834372066093348,0.005303646956636951,0.008306739436551112,0.00019123119289576258,0.003386807585038144,-0.008548127238374649,-0.00995494004834622,-0.004894051396074673,0.00013336240455201256,1.0,0.15560957127057817,0.17219048218528488,0.106829937835493,0.14094975378645008,-0.009653050833014036,0.2583116439658773,0.25746232968984606,0.005374093111568273,0.1494045994337621,0.19981506841243976,0.12271824457676234,0.0994552712196705,0.12233464943821071,0.1610877758198478,-0.013768161520364574,0.107999270437297,-0.009769686390640324
joy,-0.0024611339956757913,-0.0008907706042666799,-0.015640152516360636,-0.0011343958361245778,0.006772617565523803,0.008843782161603869,-0.0077770983186378415,-0.015382820771028137,-0.019814001145189938,0.01635921120221692,-0.009538208481473251,-0.010265748283687306,-0.009048719734458617,-0.007799956126259818,-0.007382951368995489,-0.0040574805520373096,-0.004582234621103547,-0.004641278632387597,-0.008075053647793085,-0.008701166869332444,-0.010127295768640146,-0.009351522807663548,-0.0022454226076604085,-0.007636910711194464,0.018046174606870448,0.022896374614211297,-0.006782265937432706,0.0025126998405511163,-0.002930113685027352,0.0006365712180697098,0.0032876949215827947,0.014281312817497022,-0.01314993932198196,-0.016789166216414495,-0.006925593538888531,0.0023763188329733215,-0.00617474181831978,-0.0019785396190907896,0.002734872148940083,0.002461537002552218,0.009529503315071004,-0.005399552246846783,0.00398572010872015,0.0030061016191735234,0.009725905358328304,0.02644477454636996,0.15560957127057817,1.0,0.1283822038100879,0.08100631867668838,0.16868822120643928,0.09575552862970889,0.3809941831371321,0.44496891591887205,-0.006001784386613028,0.17717294608614712,0.22445845660478583,0.22010335524686575,0.1812646540467763,0.13199960725240278,0.2562088527497827,0.0006789785733697757,0.1545734604144113,-0.013945932811357855
disgust,-0.004032339302124363,-0.002509043975639922,-0.019743466460695712,0.003654169004117703,-0.0024198852896404077,0.011741922869797463,0.004058067477203755,0.0022097352438028477,-0.020107930560016623,0.007456237904808453,-0.00422780059636543,-0.00392467967634778,-0.0058413663907452285,-0.0064461221464290975,-0.0063539011861530525,-0.003984788488248241,-0.009076860380058716,-0.007530570175725217,-0.006587610769519594,-0.0050119042267839685,-0.004629926332423556,-0.003900900078436504,-0.0016292350521615745,-0.0027514403397364637,-0.004318976751313443,-0.002155071847625724,-0.007335434199486641,-0.00412713133530191,-0.01090155351229654,-0.0028507678283533518,-0.001410436845237749,-0.0018025343994851524,-0.010254216472213314,-9.336028492055038e-05,-0.0016428770859791223,-0.001942647735059086,-0.005945588974164622,0.0026792002346922804,-0.00012093593862518573,0.00039408852537577095,-0.002140496962752142,-0.0024189804450165725,-0.006268753273160333,-0.007692583203432792,-0.004316486878288399,0.019439238600943737,0.17219048218528488,0.1283822038100879,1.0,0.058212064380862204,0.26213625094413845,0.010739918465087506,0.23177732285300964,0.24532328494163227,0.012700347698966349,0.12035758727900084,0.14669961940903448,0.06868665931988194,0.09903088080405555,0.09630670951777964,0.128012607806819,-0.0006446423159234418,0.1068291538641931,-0.016518252126184907
fear,-0.011531174152898848,-0.00981595812212482,-0.0012850101022567244,0.00018589458849952215,-0.0008062809284067404,0.0076096647947485685,-0.003309615246645238,0.01276723011144183,-0.05067474609119108,-0.0005739424088422911,-0.0016715158953105765,-0.00044124214881202276,0.0019068861793934907,0.003008149912957698,0.005366370628290955,0.006307886512583407,-0.0033656671073555794,-0.0020900756545820984,-0.0020449790417970642,-0.001388971774668624,-0.0035098064177847255,-0.0039048602139637777,-0.01563874456237747,-0.0245700408226552,0.005296621026368025,0.013989220909542112,-0.017422602612856032,0.015531268466130092,-0.009309584681256483,0.0006603389439291857,-0.006195263729073302,0.012570266547455975,-0.011589391455748922,0.0078049197044633475,-0.007728707800358011,0.008496000448051964,-0.0008258811465241689,0.0018208039626817262,0.0042709204684031905,-0.00401188870298489,0.0003261172408849479,-0.0021642317553787842,-0.0040839770593408126,-0.010814727885094202,-0.0023950086179532143,0.006417118876411667,0.106829937835493,0.08100631867668838,0.058212064380862204,1.0,0.10404365826385073,-0.00917337385769748,0.18818390915112032,0.19278307624148971,0.0006433027924602571,0.10655408666854078,0.14847903585082003,0.1175057724184748,0.10319959382464362,0.13554903765125237,0.12723936663947638,0.0015716814571311829,0.08859602370062207,-0.007577135001115657
sadness,-0.00589146675178793,-0.003927569527922715,-0.0050657011707246615,0.004039699475572511,-0.002771320779227066,-0.0019264112704672105,-0.0014987583760362273,-0.010186798057474144,-0.01109269853876615,0.010744714124760016,-0.0032282766977964512,-0.0027513289322178476,-0.0023241958734160776,-0.0016094962600978358,0.00159402783241549,0.005938171333869198,-0.0017352174011989927,-0.0012449610694581252,-0.0013387163054195351,-0.0011299095253505186,-0.0018002001499041432,-0.0021990126185601113,-0.0037571707580493457,-0.009969579485956727,0.007644356750208845,0.012759102074954363,-0.011336678615167935,0.0023863232003584894,-0.00609118483011202,0.006463104962028714,-0.0022794124441389077,0.005284640068047668,-0.00518362588154501,0.0030930769563498137,-0.0036601982684841615,0.0060009138750018315,-0.0014296500180019619,0.006291712165067241,0.00907107656993219,0.0017418823929174784,0.00175908112835873,0.003962980785862876,-0.002164701656233727,-0.004401193591906237,0.003212778231784506,0.021911825100758075,0.14094975378645008,0.16868822120643928,0.26213625094413845,0.10404365826385073,1.0,-0.00314831259831184,0.283213512782741,0.287265018443849,0.014090818975751885,0.1538541709764376,0.19914047164362894,0.1291951027096899,0.13777893247997092,0.10570443738412491,0.18180987235529522,-0.003792632009262428,0.142709585338605,-0.00666316901708364
sentiment,0.02566787963585001,0.02381350791426566,-0.021720327644002124,-0.009832190919404482,0.005807941736303526,0.03015670878883645,0.01262948240991669,-0.020493070996906945,-0.024106236486793182,0.022490630622042304,-0.01322198652039152,-0.011967063929557414,-0.010814580532341612,-0.011344921968139545,-0.008375441221995298,-0.006975600898790747,-8.057006571790013e-05,-0.009575680193674824,-0.01450715475663802,-0.014632903856671353,-0.014203055623736556,-0.014871580169702258,0.02050084569723241,0.017924804402386054,0.02400646909497123,0.007834851411274261,0.0036924576130757825,-0.011415054364619134,0.017324819259736578,-0.013387241919373849,0.01791889998657165,0.00767204380604256,-0.011665872501481744,-0.037978232466386076,0.007170161893280372,-0.015625009629048385,0.0004139809843766491,-0.014130930621536444,0.0002410690008250474,0.0022697192765489603,0.02038040504503332,-0.01637752944305729,0.036253931649364496,0.031045874578533708,0.03893871367454134,0.015119498674603427,-0.009653050833014036,0.09575552862970889,0.010739918465087506,-0.00917337385769748,-0.00314831259831184,1.0,0.001037188858622391,0.1461083654511958,0.0045051164095544285,-0.0023258538142455747,0.0045758979707899855,0.06086506767546528,0.030003194601120248,0.01678564973556359,0.05111695210297512,0.025766193836733467,-0.01117880749005065,0.015610091118235737
content,-0.0513322098267301,-0.046285824710022086,-0.001609712929043162,0.008534910126891114,-0.002587768048627393,-0.012686001678892705,-0.016724883750528715,-0.018244845370931666,-0.015915542779491833,0.03518156868729499,-0.0018220303015448521,-0.0013986838373342653,0.0004953814341107834,0.0032138099878555692,0.006376162113820214,0.014496241678492415,0.005784381413573564,0.004493964446093302,0.0025834146091251575,0.00287787170120861,-0.000807319328718337,-0.0021627985517685207,0.0009990563547062098,-0.03206132205079741,0.004004876371015709,0.0308141660332926,-0.004000084654996322,-0.00016805465577895574,-0.0014110405304039561,0.007618625395040818,0.009900402072164746,0.026040268686938532,-0.016712411626259534,0.005881085360937056,0.003942774908363006,0.018361863769172718,-0.00485849871913046,0.025009530125735244,0.015876289411593088,0.015959121603467342,-0.00018590196130750835,0.010555176795118477,0.0077754498690348495,0.0009288922044896874,0.011894708442923747,0.022055095302609958,0.2583116439658773,0.3809941831371321,0.23177732285300964,0.18818390915112032,0.283213512782741,0.001037188858622391,1.0,0.9640825489837513,-0.013021395455916624,0.34533158529334373,0.4213930053575526,0.2844945242468927,0.29844521394359874,0.25464826437974575,0.3713496647980937,-0.03804116699865734,0.42244062311485225,-0.030442144903767572
sentiment_count_product,-0.043051520825200425,-0.03828949765152867,-0.008258445859413923,0.006054213049316465,-0.0004172889817950323,-0.0026226472734600507,-0.011655112547719301,-0.026395025103270704,-0.021249640072003834,0.04431122686927105,-0.006751409703426987,-0.006197439823368654,-0.004140273042550945,-0.0011360432019641056,0.0029188036007419646,0.011286332209562433,0.005529880910057278,0.0009259883035868944,-0.0022970231537738617,-0.002405176345600983,-0.00566445280888196,-0.007039995747784563,0.005961940166053687,-0.025334702170137217,0.012306714965994926,0.030928867139184277,-0.002535431332714005,-0.004435749843977692,0.003333340587145022,0.003130611422595077,0.014189402473256148,0.02377769794492506,-0.01664247679971766,-0.005349364814574564,0.005946238224724798,0.010990169110877829,-0.0026741954310202827,0.01927114992517165,0.01659004549777651,0.013896057480319563,0.005652144075457516,0.004524130904828311,0.02105835866547477,0.012368026534968777,0.02535061960699068,0.02713771822921361,0.25746232968984606,0.44496891591887205,0.24532328494163227,0.19278307624148971,0.287265018443849,0.1461083654511958,0.9640825489837513,1.0,-0.013340486669562196,0.341355607812315,0.4191157536753879,0.3226352897946209,0.3079477713508838,0.2558218728565718,0.39776741801849363,-0.03297293239758975,0.40159404111633706,-0.0295959712285001
cid,-0.1439909570255313,-0.14612417565278354,0.039974771965596255,-0.0020464189057989236,0.009221980585130253,-0.06467380456997147,-0.014989835631947343,0.019559044815357557,0.017149047067494372,0.023846958118902434,0.00308583150325659,0.0031480866166548873,0.00978303746198555,0.01816940854010683,0.02503594703738748,0.022584951310473413,-0.04352722337685174,-0.01188675868211304,0.008002786959316688,0.014815236797333136,0.015189831887538146,0.008229549702494437,0.05414008950002732,0.0337616443984629,-0.023635503067573723,-0.023674726257615762,-0.006668251540496868,-0.032752510178924395,0.006672740614462562,-0.005230600148416495,-0.012692884286268706,0.019189477611689106,-0.0088457129538217,0.010317615464156025,0.010625059192755129,0.008026115235522638,-0.014250449218451679,0.04658552337870678,-0.018471021075737237,0.03212750162060689,0.008415062381271198,0.03056742290713784,-0.08296354362417366,-0.04921849132322108,-0.08305380010348759,0.02189157021217733,0.005374093111568273,-0.006001784386613028,0.012700347698966349,0.0006433027924602571,0.014090818975751885,0.0045051164095544285,-0.013021395455916624,-0.013340486669562196,1.0,-0.024873311410481498,0.08618862248463993,-0.02325181723961762,0.06042642818752926,0.01849356578859801,0.015437807854566015,-0.17393371401648397,0.05320534820468435,-0.08204278097056045
view,-0.031395041124258775,-0.032107896629545996,0.014214608412260115,0.010216491523537844,0.0010573441396422105,-0.05345590915724872,-0.032897516366606705,0.007438713727522081,-0.0739585502665883,0.056889214877796176,-0.008631446052542843,-0.010878857625495108,-0.008167272045243642,-0.0030432007713359437,-0.0016021764130514514,0.000692329045817346,-0.01187137167105751,-0.0022926186333049126,0.006352659065045551,0.0057547083842036375,0.0034083666026348248,-0.0012935507048481747,0.045915579282577564,-0.010447308078200905,-0.01820821014031807,0.02902800370751976,-0.002169573263060672,-0.011292984357460702,0.0014142894194246166,0.015346570263285128,-0.01984106585718894,0.016902923551436497,-0.028669846297641216,0.026369338191626426,0.019416544115830988,0.010394145726523142,-0.036591253535610276,0.04065682113211448,-0.005830613209377077,0.011976043296560327,-0.01656904767503057,0.013680612619263292,-0.052402633324595355,-0.03549817251901955,-0.048113143777595055,0.24900635357519613,0.1494045994337621,0.17717294608614712,0.12035758727900084,0.10655408666854078,0.1538541709764376,-0.0023258538142455747,0.34533158529334373,0.341355607812315,-0.024873311410481498,1.0,0.5646701136460093,0.5931288835103457,0.584580756065252,0.5552773927624843,0.7664141196350039,-0.0357313126595646,0.518500208756871,0.017326448348020343
reply,-0.03214907721489494,-0.032233165429775036,0.004134719890664861,0.013027849274869566,0.000631075394953035,-0.055860754033992356,-0.02418703069027086,0.017799905176534177,-0.02867110044888002,0.01798766610710795,0.005929607679620222,0.005741631815926597,0.010005560818445593,0.015114910000009002,0.01830489075413279,0.019333226798057965,-0.010078409880938605,0.00220439065819904,0.010182368614518546,0.010828919580000325,0.008990049480893915,0.005909073441202015,-0.006323036450020999,-0.04755596361285915,0.0046814130853722455,0.052548610088572395,-0.04322662319449331,0.017989380249968337,-0.02759747470913196,0.03749600108654615,-0.03284240764151167,0.032414691128122335,-0.019653754607439004,0.027527490599923685,-0.009698430751256834,0.03640796574904528,-0.029571779473282434,0.03539488962246237,0.014053198942279705,0.007838950917138682,-0.004488103985527519,0.021757276856602184,-0.05062978186888015,-0.043586675576267365,-0.039705720595173015,0.24066947609579709,0.19981506841243976,0.22445845660478583,0.14669961940903448,0.14847903585082003,0.19914047164362894,0.0045758979707899855,0.4213930053575526,0.4191157536753879,0.08618862248463993,0.5646701136460093,1.0,0.39559070533428314,0.771949743952985,0.47739750493527633,0.6458186587731363,-0.03696073396866868,0.7390414115300933,-0.051308671308221795
favorite,0.21187829039660078,0.21277287828149422,-0.05029343194255106,-0.03006670086261557,0.015250380912775589,0.0914449772943785,-0.02473145897062233,-0.08855087001032398,-0.12454125847105718,0.09558408680381565,-0.033254529585724134,-0.0388974731792003,-0.03289014044069991,-0.02794931613824062,-0.0038579419575476962,0.01823266861554778,-0.006658047659114344,-0.03640950404012499,-0.04813721135669195,-0.05072515240431742,-0.0471828814229859,-0.03654723370782614,-0.03669597946260472,-0.02254439695565649,0.13240653108766484,0.15552455875251833,0.026706205639665567,0.039123334547166516,0.020786469692358728,0.01263264278090988,0.03169311547894466,0.013303577499779454,-0.03215664988831722,-0.034083338332863616,0.021770967190905145,-0.0290870366886596,0.007149658219017648,-0.027840459984003727,0.034131662800739385,-0.029096933500631608,0.04194921569903624,-0.06575544439298973,0.1146229064762144,0.07485302898814723,0.12606880346086244,0.15436917249868906,0.12271824457676234,0.22010335524686575,0.06868665931988194,0.1175057724184748,0.1291951027096899,0.06086506767546528,0.2844945242468927,0.3226352897946209,-0.02325181723961762,0.5931288835103457,0.39559070533428314,1.0,0.48382016149407636,0.5893537723163145,0.6792523162228611,0.2560966005951578,0.278144666205183,0.02810102908229596
coin,0.03843332115990481,0.036704525946756536,-0.021675141488181986,-0.002870811223780869,-0.0010369989452840174,-0.029442321964796188,-0.0199744201983708,0.009191875909455444,-0.06534009116958923,0.031126380032269408,0.0005887896625179365,0.0032374586201263985,0.006420014605666284,0.012148469989572523,0.014310876374163247,0.01770570440808315,0.004441358176338334,0.0038549065107381774,0.008745968936543112,0.006682805978463756,0.004393395619910915,0.001218754446979491,0.008010763923284042,-0.05487161451175164,0.024335317699656845,0.05404098739252667,-0.04282064972778238,0.03612002507591089,-0.03950618116746745,0.04232281336224335,-0.009324470454613563,0.030215470732641168,-0.014065120704841864,0.020799364397855326,0.003001402141350235,0.0347166814511245,-0.01343813282557597,0.018824838050445835,0.02296622341952637,-0.0052250729961364605,0.012473617546664682,0.006217646948484151,-0.02081647637732356,-0.013171510485168231,-0.016965360616491645,0.33446224753073006,0.0994552712196705,0.1812646540467763,0.09903088080405555,0.10319959382464362,0.13777893247997092,0.030003194601120248,0.29844521394359874,0.3079477713508838,0.06042642818752926,0.584580756065252,0.771949743952985,0.48382016149407636,1.0,0.48478385966780163,0.7185244872345565,0.047500183927150066,0.728740357586667,-0.04379404451245237
share,0.020000644565448932,0.018719263049090416,0.012679222230037649,-0.008105162479650162,0.00609028069102317,0.002774639684733941,-0.022033005191961573,0.0013454058879508765,-0.10139334920660598,0.040664186920368925,-0.01510351380033466,-0.02018020401799643,-0.017075716560503464,-0.017192194300200792,-0.009193712193225916,-0.0022472431155242684,-0.020020790272179227,-0.01756776317132066,-0.017316412639182766,-0.015504162782703236,-0.016180409400652584,-0.014933955657130512,0.02198247355034439,-0.020870359586740314,0.020978826537840757,0.06748154533647009,-0.014763912995106716,0.010950055555693804,0.000560429892611536,0.001344438699306603,-0.016521700004182464,0.02146902614773403,-0.055083042944752435,0.0028756523141807325,0.0019480197946607411,-0.012671131662936772,-0.02374478474386953,0.014051184616176838,-0.012668151951689528,0.0027085646071581754,0.00475548907289942,-0.024563743122031172,-0.0034652799260790124,-0.008156699536331361,0.005578775556541608,0.14798218349278172,0.12233464943821071,0.13199960725240278,0.09630670951777964,0.13554903765125237,0.10570443738412491,0.01678564973556359,0.25464826437974575,0.2558218728565718,0.01849356578859801,0.5552773927624843,0.47739750493527633,0.5893537723163145,0.48478385966780163,1.0,0.5412154935541644,0.024474390139143546,0.34527668600543904,0.00655108465791319
like,-0.03783764212950723,-0.03830095722321009,-0.018122460045938944,0.0003133912401920966,0.003950371592325961,-0.005479020084965716,-0.02593126084343182,-0.008792324478055762,-0.08414987089568596,0.09810560959691517,-0.016431466954909196,-0.017651563174453523,-0.014180448567605511,-0.010485213742404064,-0.009907045349455976,-0.0070844662232770654,-0.01363526935577273,-0.011579995486200097,-0.006489101374596988,-0.006205958192447953,-0.0069114643384393685,-0.011139846104399189,0.06355764418992063,0.003215999182680203,0.0031208495306936524,0.02923655655734744,-0.009929296518217435,-0.012373037299640876,0.00333092480059648,0.005607829620338634,-0.007070488071790112,0.019528434172137295,-0.027058382326930412,-0.00967402347587075,0.011879959591485575,-0.003537548018477776,-0.022905291469939,0.016447464130065998,-0.00431537410637081,0.0030140627594863255,0.0012529371431980632,-0.013128221181460857,-0.023795369949441203,-0.010300331802817347,-0.016765333105452935,0.172498966998253,0.1610877758198478,0.2562088527497827,0.128012607806819,0.12723936663947638,0.18180987235529522,0.05111695210297512,0.3713496647980937,0.39776741801849363,0.015437807854566015,0.7664141196350039,0.6458186587731363,0.6792523162228611,0.7185244872345565,0.5412154935541644,1.0,-0.04384425135379083,0.504672797279091,0.017916022454524796
duration,0.829300378727079,0.8317433258543786,-0.16397418446883436,-0.053590766170362486,-0.013076153362770968,0.26283364361325673,-0.035085205492626136,-0.20680733510238727,-0.09042629787326385,-0.15963613618438935,0.007609212204468356,0.002860300296819488,-0.014927993594022098,-0.03193011401277019,-0.02272702724574626,0.01265139085464483,0.10307372228332813,0.007976629557662561,-0.049711702421373884,-0.06868259104714204,-0.062388661142657044,-0.020571504098735142,-0.2983408180990091,-0.10987290388959724,0.22380272710663326,0.23010858514986535,0.047875853459513465,0.17313683000717697,-0.06754731857835443,0.05506401032047976,0.09951171071586952,-0.0011110818418985978,-0.004287158641373619,-0.05599530227884315,-0.005806219945070663,-0.004182279155322117,0.07281413608856704,-0.11548877426612608,0.09347428186523317,-0.09728303771939369,0.07345382187495592,-0.11219944506860392,0.29493963623042363,0.13750460446191431,0.3036644637121207,0.5197503049553263,-0.013768161520364574,0.0006789785733697757,-0.0006446423159234418,0.0015716814571311829,-0.003792632009262428,0.025766193836733467,-0.03804116699865734,-0.03297293239758975,-0.17393371401648397,-0.0357313126595646,-0.03696073396866868,0.2560966005951578,0.047500183927150066,0.024474390139143546,-0.04384425135379083,1.0,0.02841941817079516,-0.04792681490651193
danmuku_amount,0.027226465265104593,0.029931848621916588,0.001220071781845988,0.01897923341284402,-0.005076944244756142,-0.08652003110779387,-0.023018096302911344,0.008754274643061447,0.0038815560507678127,-0.042215264117020784,0.021385052472486406,0.026964499849520453,0.03119005916485709,0.037381084042237875,0.03431963469717345,0.03426400076713144,0.015842560380342107,0.022865673325072035,0.03013959304683322,0.028932433479720375,0.026420759768010775,0.020594520566063805,-0.03014661517915468,-0.07065746355003188,0.005072198498842805,0.041343569522519864,-0.06202405211466846,0.044283057859277386,-0.06538380493655502,0.05832373529762956,-0.02669621327086421,0.03461261007239986,-0.0018273347668325889,0.04719450709927335,-0.003031457787739893,0.06669352326323727,-0.019019155269713855,0.03876302209757826,0.03495743811511642,0.0018369965835110804,0.0018472739104819604,0.04100639133406439,-0.05848621896073719,-0.04653547105398131,-0.05765125420963622,0.5285236533148768,0.107999270437297,0.1545734604144113,0.1068291538641931,0.08859602370062207,0.142709585338605,-0.01117880749005065,0.42244062311485225,0.40159404111633706,0.05320534820468435,0.518500208756871,0.7390414115300933,0.278144666205183,0.728740357586667,0.34527668600543904,0.504672797279091,0.02841941817079516,1.0,-0.08319549047308816
loudness,-0.03952083277742951,-0.041154285586906446,0.011530208888725654,0.012817101078372193,0.0015238954379576438,0.012534018894326454,-0.01233707207484245,0.0027826453401750212,-0.016457010065077833,,-0.08082178713825561,-0.07378473373598374,-0.0672671273823686,-0.06762697472117755,-0.07616753169284021,-0.08800510805612945,-0.07374343392762202,-0.0735673033559813,-0.07171971988155552,-0.07519135737183075,-0.07905217834694454,-0.08579149896704447,0.6267517893253592,0.5269712940806485,-0.009658395734332022,-0.14468173700020712,0.2843347150531991,-0.23122313478583428,0.35350400554311817,-0.2081964238981567,-3.8624496252474384e-05,-0.10251734927120924,0.06457353273907801,-0.16480122422333232,0.0828933102775956,-0.211672027000508,0.0032401989852757673,0.003767389474290185,-0.10778519075460745,-0.004882195518795211,-0.05603299237738539,-0.07111705660537919,-0.1521704870211074,-0.12980516781835055,-0.13706499120694154,-0.09237745124774785,-0.009769686390640324,-0.013945932811357855,-0.016518252126184907,-0.007577135001115657,-0.00666316901708364,0.015610091118235737,-0.030442144903767572,-0.0295959712285001,-0.08204278097056045,0.017326448348020343,-0.051308671308221795,0.02810102908229596,-0.04379404451245237,0.00655108465791319,0.017916022454524796,-0.04792681490651193,-0.08319549047308816,1.0
